2019-01-01T00:00:00.000,2929449.556109,3302077.689632,-4603828.821820,0.000144,-0.000787,-0.000472,-0.000000,-0.000001,0.000001
2019-01-01T00:01:00.000,2979320.139572,2994885.325281,-4778592.364403,0.000116,-0.000819,-0.000441,-0.000000,-0.000001,0.000001
2019-01-01T00:02:00.000,3018048.810697,2675680.299791,-4940925.814089,0.000086,-0.000849,-0.000407,-0.000001,-0.000000,0.000001
2019-01-01T00:03:00.000,3045157.063499,2345111.376158,-5090000.263537,0.000055,-0.000878,-0.000371,-0.000001,-0.000000,0.000001
2019-01-01T00:04:00.000,3060180.775153,2003899.963492,-5224969.870771,0.000023,-0.000905,-0.000334,-0.000001,-0.000000,0.000001
2019-01-01T00:05:00.000,3062674.485231,1652845.983761,-5344974.905671,-0.000010,-0.000929,-0.000293,-0.000001,-0.000000,0.000001
2019-01-01T00:06:00.000,3052216.284278,1292833.726213,-5449145.648735,-0.000045,-0.000952,-0.000251,-0.000001,-0.000000,0.000001
2019-01-01T00:07:00.000,3028413.340106,924837.570191,-5536607.237379,-0.000080,-0.000971,-0.000206,-0.000001,-0.000000,0.000001
2019-01-01T00:08:00.000,2990908.080374,549927.431673,-5606485.553840,-0.000116,-0.000988,-0.000159,-0.000001,-0.000000,0.000001
2019-01-01T00:09:00.000,2939385.036911,169273.761307,-5657914.243720,-0.000153,-0.001001,-0.000110,-0.000001,-0.000000,0.000001
2019-01-01T00:10:00.000,2873578.340022,-215848.107245,-5690042.944401,-0.000191,-0.001011,-0.000058,-0.000001,-0.000000,0.000001
2019-01-01T00:11:00.000,2793279.829517,-604054.489325,-5702046.786787,-0.000229,-0.001017,-0.000004,-0.000001,-0.000000,0.000001
2019-01-01T00:12:00.000,2698347.722890,-993851.020960,-5693137.211176,-0.000267,-0.001019,0.000051,-0.000001,0.000000,0.000001
2019-01-01T00:13:00.000,2588715.749968,-1383631.755599,-5662574.107377,-0.000306,-0.001017,0.000109,-0.000001,0.000000,0.000001
2019-01-01T00:14:00.000,2464402.627502,-1771679.992528,-5609679.249690,-0.000344,-0.001010,0.000168,-0.000001,0.000000,0.000001
2019-01-01T00:15:00.000,2325521.707130,-2156171.157518,-5533850.948474,-0.000382,-0.000998,0.000229,-0.000001,0.000000,0.000001
2019-01-01T00:16:00.000,2172290.586802,-2535178.059682,-5434579.781636,-0.000419,-0.000981,0.000290,-0.000001,0.000000,0.000001
2019-01-01T00:17:00.000,2005040.430748,-2906678.838280,-5311465.202082,-0.000455,-0.000959,0.000353,-0.000001,0.000000,0.000001
2019-01-01T00:18:00.000,1824224.698371,-3268567.885888,-5164232.742235,-0.000490,-0.000931,0.000416,-0.000001,0.000001,0.000001
2019-01-01T00:19:00.000,1630426.940966,-3618669.986783,-4992751.456631,-0.000523,-0.000898,0.000480,-0.000001,0.000001,0.000001
2019-01-01T00:20:00.000,1424367.290241,-3954757.838953,-4797051.161755,-0.000554,-0.000858,0.000543,-0.000000,0.000001,0.000001
2019-01-01T00:21:00.000,1206907.238168,-4274573.033116,-4577338.953342,-0.000582,-0.000812,0.000605,-0.000000,0.000001,0.000001
2019-01-01T00:22:00.000,979052.297960,-4575850.442462,-4334014.411241,-0.000608,-0.000761,0.000666,-0.000000,0.000001,0.000001
2019-01-01T00:23:00.000,741952.145208,-4856345.834046,-4067682.847167,-0.000631,-0.000704,0.000725,-0.000000,0.000001,0.000001
2019-01-01T00:24:00.000,496897.870150,-5113866.351097,-3779165.918629,-0.000650,-0.000641,0.000782,-0.000000,0.000001,0.000001
2019-01-01T00:25:00.000,245316.029659,-5346303.341585,-3469508.930111,-0.000665,-0.000573,0.000836,-0.000000,0.000001,0.000001
2019-01-01T00:26:00.000,-11240.727791,-5551666.831442,-3139984.176629,-0.000675,-0.000500,0.000886,-0.000000,0.000001,0.000001
2019-01-01T00:27:00.000,-271106.579808,-5728120.772688,-2792089.759778,-0.000682,-0.000422,0.000932,-0.000000,0.000001,0.000001
2019-01-01T00:28:00.000,-532518.971327,-5874018.050525,-2427543.424544,-0.000684,-0.000340,0.000973,0.000000,0.000001,0.000001
2019-01-01T00:29:00.000,-793638.407750,-5987934.123388,-2048271.125236,-0.000680,-0.000255,0.001009,0.000000,0.000001,0.000001
2019-01-01T00:30:00.000,-1052571.265898,-6068698.109194,-1656390.225896,-0.000672,-0.000167,0.001039,0.000000,0.000001,0.000000
2019-01-01T00:31:00.000,-1307395.126841,-6115420.130705,-1254187.465272,-0.000659,-0.000077,0.001062,0.000000,0.000002,0.000000
2019-01-01T00:32:00.000,-1556185.985005,-6127513.800222,-844092.055958,-0.000641,0.000014,0.001080,0.000000,0.000002,0.000000
2019-01-01T00:33:00.000,-1797046.562611,-6104712.860818,-428644.525854,-0.000617,0.000105,0.001090,0.000000,0.000002,0.000000
2019-01-01T00:34:00.000,-2028134.868561,-6047081.204145,-10462.130224,-0.000590,0.000196,0.001094,0.000001,0.000002,0.000000
2019-01-01T00:35:00.000,-2247692.095315,-5955015.743218,407798.152828,-0.000557,0.000285,0.001091,0.000001,0.000001,-0.000000
2019-01-01T00:36:00.000,-2454068.951616,-5829241.916813,823477.896943,-0.000521,0.000372,0.001081,0.000001,0.000001,-0.000000
2019-01-01T00:37:00.000,-2645749.584593,-5670801.920092,1233955.554093,-0.000480,0.000456,0.001064,0.000001,0.000001,-0.000000
2019-01-01T00:38:00.000,-2821372.348634,-5481036.071341,1636683.612000,-0.000437,0.000535,0.001040,0.000001,0.000001,-0.000000
2019-01-01T00:39:00.000,-2979746.823231,-5261558.014910,2029223.426818,-0.000390,0.000611,0.001010,0.000001,0.000001,-0.000001
2019-01-01T00:40:00.000,-3119866.656791,-5014224.705541,2409276.704108,-0.000342,0.000681,0.000975,0.000001,0.000001,-0.000001
2019-01-01T00:41:00.000,-3240918.005243,-4741102.303558,2774712.781759,-0.000291,0.000745,0.000934,0.000001,0.000001,-0.000001
2019-01-01T00:42:00.000,-3342283.528978,-4444429.224150,3123591.086268,-0.000239,0.000804,0.000888,0.000001,0.000001,-0.000001
