0	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	-	-	-	-	-	-	-	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	0	0	0	0	0	0	0	
1	|	23.053730	23.053730	23.053730	23.053730	23.053730	23.053730	23.053730	|	1500.000000	1500.000000	1500.000000	1500.000000	1500.000000	1500.000000	1500.000000	|	7	7	7	7	7	7	7	|	1.140000	1.140000	1.140000	1.140000	1.140000	1.140000	1.140000	|	0	0	0	0	0	0	0	
2	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	-	-	-	-	-	-	-	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	0	0	0	0	0	0	0	
3	|	23.313689	23.313689	23.313689	23.313689	23.313689	23.313689	23.313689	|	4800.000000	4800.000000	4800.000000	4800.000000	4800.000000	4800.000000	4800.000000	|	0	0	0	0	0	0	0	|	1.140000	1.140000	1.140000	1.140000	1.140000	1.140000	1.140000	|	0	0	0	0	0	0	0	
4	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	-	-	-	-	-	-	-	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	0	0	0	0	0	0	0	
5	|	23.053730	23.053730	23.053730	23.053730	23.053730	23.053730	23.053730	|	1500.000000	1500.000000	1500.000000	1500.000000	1500.000000	1500.000000	1500.000000	|	7	7	7	7	7	7	7	|	1.140000	1.140000	1.140000	1.140000	1.140000	1.140000	1.140000	|	0	0	0	0	0	0	0	
6	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	-	-	-	-	-	-	-	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	0	0	0	0	0	0	0	
7	|	23.313689	23.313689	23.313689	23.313689	23.313689	23.313689	23.313689	|	4800.000000	4800.000000	4800.000000	4800.000000	4800.000000	4800.000000	4800.000000	|	0	0	0	0	0	0	0	|	1.140000	1.140000	1.140000	1.140000	1.140000	1.140000	1.140000	|	0	0	0	0	0	0	0	
8	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	-	-	-	-	-	-	-	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	0	0	0	0	0	0	0	
9	|	23.053730	23.053730	23.053730	23.053730	23.053730	23.053730	23.053730	|	1500.000000	1500.000000	1500.000000	1500.000000	1500.000000	1500.000000	1500.000000	|	7	7	7	7	7	7	7	|	1.140000	1.140000	1.140000	1.140000	1.140000	1.140000	1.140000	|	0	0	0	0	0	0	0	
10	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	-	-	-	-	-	-	-	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	0	0	0	0	0	0	0	
11	|	23.313689	23.313689	23.313689	23.313689	23.313689	23.313689	23.313689	|	4800.000000	4800.000000	4800.000000	4800.000000	4800.000000	4800.000000	4800.000000	|	0	0	0	0	0	0	0	|	1.140000	1.140000	1.140000	1.140000	1.140000	1.140000	1.140000	|	0	0	0	0	0	0	0	
12	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	-	-	-	-	-	-	-	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	0	0	0	0	0	0	0	
13	|	22.792490	22.792490	22.792490	22.792490	22.792490	22.792490	22.792490	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	5	5	5	5	5	5	5	|	1.140000	1.140000	1.140000	1.140000	1.140000	1.140000	1.140000	|	0	0	0	0	0	0	0	
14	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	-	-	-	-	-	-	-	|	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	|	0	0	0	0	0	0	0	
