SAT1,SSC_AUS,Tropics,945,SAR2_30.000000000000004_FOR,Soil Moisture,48,2020-01-01T00:35:34.213,2020-01-01T00:35:34.315,2020-01-01T12:35:34.213,2020-01-01T01:12:50.000,4370.0,Accuracy,0.017,0.01,0.05,%,1.0,%,Temporal,10.0,6.0,12.0,hrs,0.6210236169695141,hrs,Spatial,0.75,0.5,1.0,km,1000.0,km
SAT3,SANSA_SA,Tropics,1078,SAR2_30.000000000000004_FOR,Soil Moisture,104,2020-01-01T01:27:59.649,2020-01-01T01:27:59.781,2020-01-01T13:27:59.649,2020-01-01T03:30:01.000,12601.0,Accuracy,0.017,0.01,0.05,%,1.0,%,Temporal,10.0,6.0,12.0,hrs,2.0336719271090695,hrs,Spatial,0.75,0.5,1.0,km,1000.0,km
SAT3,SANSA_SA,Tropics,682,SAR2_30.000000000000004_FOR,Soil Moisture,220,2020-01-01T03:34:13.732,2020-01-01T03:34:14.005,2020-01-01T15:34:13.732,2020-01-01T03:40:22.000,13222.0,Accuracy,0.017,0.01,0.05,%,1.0,%,Temporal,10.0,6.0,12.0,hrs,0.10222084648895972,hrs,Spatial,0.75,0.5,1.0,km,1000.0,km
SAT1,SSC_HI,Tropics,945,SAR2_30.000000000000004_FOR,Soil Moisture,159,2020-01-01T02:26:34.404,2020-01-01T02:26:34.761,2020-01-01T14:26:34.404,2020-01-01T02:53:12.000,10392.0,Accuracy,0.017,0.01,0.05,%,1.0,%,Temporal,10.0,6.0,12.0,hrs,0.4436773763402263,hrs,Spatial,0.75,0.5,1.0,km,1000.0,km
SAT1,SSC_HI,Tropics,947,SAR2_30.000000000000004_FOR,Soil Moisture,44,2020-01-01T00:31:50.385,2020-01-01T00:31:50.911,2020-01-01T12:31:50.385,2020-01-01T02:56:10.000,10570.0,Accuracy,0.017,0.01,0.05,%,1.0,%,Temporal,10.0,6.0,12.0,hrs,2.4053024781544288,hrs,Spatial,0.75,0.5,1.0,km,1000.0,km
SAT1,NASA_NM,Tropics,508,SAR2_30.000000000000004_FOR,Soil Moisture,206,2020-01-01T03:14:51.553,2020-01-01T03:14:52.235,2020-01-01T15:14:51.553,2020-01-01T04:10:37.000,15037.0,Accuracy,0.017,0.01,0.05,%,1.0,%,Temporal,10.0,6.0,12.0,hrs,0.9291012782626078,hrs,Spatial,0.75,0.5,1.0,km,1000.0,km
SAT1,NASA_NM,Tropics,652,SAR2_30.000000000000004_FOR,Soil Moisture,128,2020-01-01T01:51:46.879,2020-01-01T01:51:47.081,2020-01-01T13:51:46.879,2020-01-01T04:12:35.000,15155.0,Accuracy,0.017,0.01,0.05,%,1.0,%,Temporal,10.0,6.0,12.0,hrs,2.346644174905729,hrs,Spatial,0.75,0.5,1.0,km,1000.0,km
SAT1,NASA_NM,Tropics,868,SAR2_30.000000000000004_FOR,Soil Moisture,14,2020-01-01T00:11:57.031,2020-01-01T00:11:57.154,2020-01-01T12:11:57.031,2020-01-01T04:19:05.000,15545.0,Accuracy,0.017,0.01,0.05,%,1.0,%,Temporal,10.0,6.0,12.0,hrs,4.118846012756286,hrs,Spatial,0.75,0.5,1.0,km,1000.0,km
SAT2,SSC_HI,Tropics,750,SAR2_30.000000000000004_FOR,Soil Moisture,94,2020-01-01T01:18:13.085,2020-01-01T01:18:13.319,2020-01-01T13:18:13.085,2020-01-01T03:23:17.000,12197.0,Accuracy,0.017,0.01,0.05,%,1.0,%,Temporal,10.0,6.0,12.0,hrs,2.084355806542436,hrs,Spatial,0.75,0.5,1.0,km,1000.0,km
SAT2,SSC_HI,Tropics,750,SAR2_30.000000000000004_FOR,Soil Moisture,95,2020-01-01T01:21:29.800,2020-01-01T01:21:30.147,2020-01-01T13:21:29.800,2020-01-01T03:23:17.000,12197.0,Accuracy,0.017,0.01,0.05,%,1.0,%,Temporal,10.0,6.0,12.0,hrs,2.0296812920267766,hrs,Spatial,0.75,0.5,1.0,km,1000.0,km
SAT2,SSC_HI,Tropics,266,SAR2_30.000000000000004_FOR,Soil Moisture,91,2020-01-01T01:15:00.481,2020-01-01T01:15:00.638,2020-01-01T13:15:00.481,2020-01-01T03:38:33.000,13113.0,Accuracy,0.017,0.01,0.05,%,1.0,%,Temporal,10.0,6.0,12.0,hrs,2.3923228744846674,hrs,Spatial,0.75,0.5,1.0,km,1000.0,km
SAT2,SSC_HI,Tropics,204,SAR2_30.000000000000004_FOR,Soil Moisture,184,2020-01-01T02:45:45.838,2020-01-01T02:45:46.056,2020-01-01T14:45:45.838,2020-01-01T03:41:20.000,13280.0,Accuracy,0.017,0.01,0.05,%,1.0,%,Temporal,10.0,6.0,12.0,hrs,0.9260956243876667,hrs,Spatial,0.75,0.5,1.0,km,1000.0,km
