0	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
1	|	0.051919	0.051919	|	173.360436	173.360436	|	1	1	|	0	0	
2	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
3	|	1.240628	1.240628	|	173.360436	173.360436	|	1	1	|	0	0	
4	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
5	|	13.012462	13.012462	|	74.378559	74.378559	|	1	1	|	0	0	
6	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
7	|	13.418809	13.418809	|	74.378559	74.378559	|	1	1	|	0	0	
8	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
9	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
10	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
11	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
12	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
13	|	9.151951	9.151951	|	78.438914	78.438914	|	2	2	|	0	0	
14	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
15	|	9.490052	9.490052	|	78.438914	78.438914	|	2	2	|	0	0	
16	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
17	|	0.901816	0.901816	|	150.121742	150.121742	|	2	2	|	0	0	
18	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
19	|	2.380941	2.380941	|	150.121742	150.121742	|	2	2	|	0	0	
20	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
21	|	4.712238	4.712238	|	129.618551	129.618551	|	1	1	|	0	0	
22	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
23	|	5.286900	5.286900	|	129.618551	129.618551	|	1	1	|	0	0	
24	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
25	|	5.453983	5.453983	|	119.420512	119.420512	|	1	1	|	0	0	
26	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
27	|	5.613366	5.613366	|	119.420512	119.420512	|	1	1	|	0	0	
28	|	0.112154	0.112154	|	152.265413	152.265413	|	1	1	|	0	0	
29	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
30	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
31	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
32	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
33	|	5.105879	5.105879	|	122.872933	122.872933	|	2	2	|	0	0	
34	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
35	|	5.802893	5.802893	|	122.872933	122.872933	|	2	2	|	0	0	
36	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
37	|	9.113131	9.113131	|	77.540837	77.540837	|	1	1	|	0	0	
38	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
39	|	9.291326	9.291326	|	77.540837	77.540837	|	1	1	|	0	0	
40	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
41	|	0.394266	0.394266	|	173.466977	173.466977	|	2	2	|	0	0	
42	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
43	|	1.709775	1.709775	|	173.466977	173.466977	|	2	2	|	0	0	
44	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
45	|	2.756246	2.756246	|	123.872933	123.872933	|	2	2	|	0	0	
46	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
47	|	2.812596	2.812596	|	123.872933	123.872933	|	2	2	|	0	0	
48	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
49	|	7.762864	7.762864	|	97.465211	97.465211	|	2	2	|	0	0	
50	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
51	|	8.834999	8.834999	|	97.465211	97.465211	|	2	2	|	0	0	
52	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
53	|	5.034493	5.034493	|	116.592085	116.592085	|	1	1	|	0	0	
54	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
55	|	7.235039	7.235039	|	116.592085	116.592085	|	1	1	|	0	0	
56	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
57	|	5.653118	5.653118	|	110.503616	110.503616	|	2	2	|	0	0	
58	|	0.000000	0.000000	|	0.000000	0.000000	|	-	-	|	0	0	
59	|	6.387835	6.387835	|	110.503616	110.503616	|	2	2	|	0	0	
60	|	79.292627	79.292627	|	6.000000	6.000000	|	1	1	|	0	0	
61	|	27.182740	27.182740	|	65.158804	65.158804	|	2	2	|	0	0	
62	|	56.737184	56.737184	|	21.694323	21.694323	|	2	2	|	0	0	
63	|	4.323191	4.323191	|	141.825107	141.825107	|	1	1	|	0	0	
64	|	41.328456	41.328456	|	35.543181	35.543181	|	2	2	|	0	0	
65	|	51.718797	51.718797	|	31.543181	31.543181	|	2	2	|	0	0	
66	|	67.959289	67.959289	|	20.280110	20.280110	|	2	2	|	0	0	
67	|	42.049783	42.049783	|	22.180340	22.180340	|	1	1	|	0	0	
68	|	62.203171	62.203171	|	11.000000	11.000000	|	1	1	|	0	0	
69	|	40.408656	40.408656	|	42.105199	42.105199	|	1	1	|	0	0	
70	|	80.694826	80.694826	|	7.280110	7.280110	|	2	2	|	0	0	
71	|	38.203204	38.203204	|	50.167456	50.167456	|	1	1	|	0	0	
72	|	28.585703	28.585703	|	67.167456	67.167456	|	1	1	|	0	0	
73	|	21.645791	21.645791	|	72.438914	72.438914	|	2	2	|	0	0	
74	|	33.372900	33.372900	|	44.762726	44.762726	|	2	2	|	0	0	
