0	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
1	|	33.843819	|	55.313391	|	1	|	9.841027	|	0	
2	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
3	|	44.148254	|	55.313391	|	1	|	-0.463408	|	0	
4	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
5	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
6	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
7	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
8	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
9	|	43.123716	|	36.035160	|	1	|	0.465325	|	0	
10	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
11	|	41.812562	|	36.035160	|	1	|	1.776479	|	0	
12	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
13	|	31.769922	|	35.484458	|	0	|	5.141318	|	0	
14	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
15	|	37.542157	|	35.484458	|	0	|	-0.630916	|	0	
16	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
17	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
18	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
19	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
20	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
21	|	18.234063	|	102.124318	|	0	|	0.389698	|	0	
22	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
23	|	14.770422	|	102.124318	|	0	|	3.853339	|	0	
24	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
25	|	36.547036	|	96.043618	|	0	|	-0.505458	|	0	
26	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
27	|	24.146808	|	96.043618	|	0	|	11.894769	|	0	
28	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
29	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
30	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
31	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
32	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
33	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
34	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
35	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
36	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
37	|	28.098388	|	65.186633	|	0	|	0.190486	|	0	
38	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
39	|	21.324449	|	65.186633	|	0	|	6.964425	|	0	
40	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
41	|	25.071479	|	132.045088	|	1	|	-0.092784	|	0	
42	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
43	|	7.455450	|	132.045088	|	1	|	17.523246	|	0	
44	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
45	|	26.935981	|	32.539918	|	1	|	18.460815	|	0	
46	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
47	|	46.313211	|	32.539918	|	1	|	-0.916414	|	0	
48	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
49	|	26.163869	|	25.762668	|	0	|	8.960924	|	0	
50	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
51	|	35.638100	|	25.762668	|	0	|	-0.513306	|	0	
52	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
53	|	43.757196	|	79.354187	|	1	|	-0.372135	|	0	
54	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
55	|	36.530710	|	79.354187	|	1	|	6.854350	|	0	
56	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
57	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
58	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
59	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
60	|	21.439804	|	75.491251	|	0	|	6.884704	|	0	
61	|	40.695008	|	10.947261	|	0	|	6.441686	|	0	
62	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
63	|	8.919542	|	100.702129	|	1	|	4.766034	|	0	
64	|	13.733351	|	54.393712	|	0	|	6.473189	|	0	
65	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
66	|	20.543665	|	45.035351	|	0	|	6.532218	|	0	
67	|	5.821709	|	109.578223	|	0	|	5.102047	|	0	
68	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
69	|	37.450759	|	66.314574	|	1	|	6.879771	|	0	
70	|	15.862014	|	93.909658	|	1	|	9.022676	|	0	
71	|	16.562928	|	141.998079	|	1	|	6.211808	|	0	
72	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
73	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
74	|	0.000000	|	0.000000	|	-	|	0.000000	|	0	
