Tropics,SAT6,1200,FFSS_22.0_FOR,9757.689723214675,9812.083007216255
Tropics,SAT6,1200,FFSS_22.0_FOR,15700.648918458675,15755.570330805805
Tropics,SAT6,17,FFSS_22.0_FOR,1604.7179742864237,1659.1293889128738
Tropics,SAT6,669,FFSS_22.0_FOR,19918.67757407282,19970.711000375893
Tropics,SAT6,1191,FFSS_22.0_FOR,20893.625733094406,20948.780632204118
Tropics,SAT6,422,FFSS_22.0_FOR,17315.450778826624,17370.85170770239
Tropics,SAT6,850,FFSS_22.0_FOR,11024.135961532145,11081.004948135367
Tropics,SAT6,249,FFSS_22.0_FOR,13576.535027382242,13629.214305969044
Tropics,SAT6,1141,FFSS_22.0_FOR,15197.724817660936,15251.752200644043
Tropics,SAT6,1196,FFSS_22.0_FOR,15365.678687921738,15420.02031350931
Tropics,SAT6,1196,FFSS_22.0_FOR,21308.390246543735,21363.173878314443
Tropics,SAT6,393,FFSS_22.0_FOR,2449.0122130477384,2501.4524682802976
Tropics,SAT6,821,FFSS_22.0_FOR,8764.552595056137,8788.206853133159
Tropics,SAT6,1136,FFSS_22.0_FOR,20759.587838881867,20813.427512380327
Tropics,SAT6,755,FFSS_22.0_FOR,3005.984110185628,3058.2197407635367
Tropics,SAT6,383,FFSS_22.0_FOR,13725.09394816797,13779.408819683002
Tropics,SAT6,385,FFSS_22.0_FOR,13847.980190023409,13901.131239606919
Tropics,SAT6,813,FFSS_22.0_FOR,20133.890450583116,20186.07456293078
Tropics,SAT6,1194,FFSS_22.0_FOR,15203.831704174716,15259.453259295466
Tropics,SAT6,1194,FFSS_22.0_FOR,21140.16202170531,21194.64096122718
Tropics,SAT6,1203,FFSS_22.0_FOR,4066.6183968405603,4120.988786601172
Tropics,SAT6,1203,FFSS_22.0_FOR,10009.59698260874,10064.456846894245
Tropics,SAT6,14,FFSS_22.0_FOR,1353.6940298022073,1408.4162887390164
Tropics,SAT6,14,FFSS_22.0_FOR,7295.181565846997,7349.698483135018
Tropics,SAT6,741,FFSS_22.0_FOR,19996.031667843195,20048.24940733295
Tropics,SAT6,845,FFSS_22.0_FOR,16663.846146214302,16719.705668783085
Tropics,SAT6,435,FFSS_22.0_FOR,154.02183309401437,210.07188181016136
Tropics,SAT6,774,FFSS_22.0_FOR,16669.392612375497,16726.687375534842
Tropics,SAT6,979,FFSS_22.0_FOR,10631.655318363522,10685.045078202535
Tropics,SAT6,459,FFSS_22.0_FOR,8178.378990041751,8232.519689505723
Tropics,SAT6,746,FFSS_22.0_FOR,14352.6951208216,14404.735353667911
Tropics,SAT6,563,FFSS_22.0_FOR,17094.111261396883,17149.566016982462
Tropics,SAT6,1142,FFSS_22.0_FOR,15276.275211250479,15331.269948773419
Tropics,SAT6,1145,FFSS_22.0_FOR,9560.337657636579,9614.646165625507
Tropics,SAT6,1145,FFSS_22.0_FOR,21488.791031562963,21544.604862515895
Tropics,SAT6,16,FFSS_22.0_FOR,1522.021724888446,1576.4242953069725
Tropics,SAT6,354,FFSS_22.0_FOR,17420.91547613162,17476.236998798973
Tropics,SAT6,1135,FFSS_22.0_FOR,20685.903012841554,20741.115005846095
Tropics,SAT6,573,FFSS_22.0_FOR,5681.314843030444,5737.5112382986845
Tropics,SAT6,1043,FFSS_22.0_FOR,10679.745789036111,10737.02749967706
Tropics,SAT6,72,FFSS_22.0_FOR,1804.818159444708,1858.547417070795
Tropics,SAT6,1042,FFSS_22.0_FOR,10614.688487659983,10670.075719814118
Tropics,SAT6,176,FFSS_22.0_FOR,749.2517584847972,805.5900641700922
Tropics,SAT6,10,FFSS_22.0_FOR,6960.897338520354,7015.720638962345
Tropics,SAT6,10,FFSS_22.0_FOR,12903.98168833759,12958.375970185747
Tropics,SAT6,110,FFSS_22.0_FOR,12221.169798566261,12277.1562598364
Tropics,SAT6,1207,FFSS_22.0_FOR,4401.570409641418,4456.610496350508
Tropics,SAT6,750,FFSS_22.0_FOR,8649.231370506894,8702.002803328478
Tropics,SAT6,162,FFSS_22.0_FOR,17729.691149357663,17786.266471629257
Tropics,SAT6,464,FFSS_22.0_FOR,2535.9228716372513,2589.0470914633556
Tropics,SAT6,751,FFSS_22.0_FOR,8709.293199639154,8761.498958057997
Tropics,SAT6,714,FFSS_22.0_FOR,5504.418285323562,5559.8842048162
Tropics,SAT6,436,FFSS_22.0_FOR,214.58632258862457,270.00269375515506
Tropics,SAT6,224,FFSS_22.0_FOR,17629.64417746798,17685.332073411733
Tropics,SAT6,781,FFSS_22.0_FOR,11147.144495390929,11172.508616950816
Tropics,SAT6,367,FFSS_22.0_FOR,337.8025563941159,393.39334833886994
Tropics,SAT6,170,FFSS_22.0_FOR,6285.1643119780365,6341.285268993116
Tropics,SAT6,461,FFSS_22.0_FOR,8299.216958308321,8352.383587063114
Tropics,SAT6,1155,FFSS_22.0_FOR,4417.432060794189,4474.163500583601
Tropics,SAT6,1155,FFSS_22.0_FOR,10366.75943918405,10422.826561761802
Tropics,SAT6,756,FFSS_22.0_FOR,3065.847012928847,3118.556396414215
